,BOM Browser,BOM متصفح
DocType: Purchase Order Item Supplied,BOM Detail No,BOM تفاصيل لا
DocType: BOM Explosion Item,BOM Explosion Item,BOM  Explosion Item
DocType: BOM Item,BOM Item,BOM صنف
DocType: BOM Item,BOM No,رقم جدول المواد
DocType: Stock Entry Detail,BOM No. for a Finished Good Item,رقم BOM  للأصناف المنتجة
DocType: BOM Operation,BOM Operation,BOM عملية
apps/erpnext/erpnext/stock/report/item_prices/item_prices.py +39,BOM Rate,BOM أسعار
DocType: BOM Replace Tool,BOM Replace Tool,BOM استبدال أداة
,BOM Search,البحث في جدول مواد
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js +119,BOM and Manufacturing Quantity are required,ويلزم BOM والتصنيع الكمية
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +229,BOM recursion: {0} cannot be parent or child of {2},BOM العودية : {0} لا يمكن أن يكون الأم أو الطفل من {2}
apps/erpnext/erpnext/manufacturing/doctype/bom_replace_tool/bom_replace_tool.py +21,BOM replaced,استبدال BOM
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +428,BOM {0} does not belong to Item {1},BOM {0} لا تنتمي إلى الصنف {1}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +422,BOM {0} must be active,BOM {0} يجب أن تكون نشطة
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +425,BOM {0} must be submitted,BOM {0} يجب أن تعتمد
DocType: Manufacturing Settings,Backflush Raw Materials Based On,اصدار المواد الخام وارجاعها بناء على
apps/erpnext/erpnext/stock/doctype/item/item.js +20,Balance,رصيد حساب
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py +36,Balance Qty,الكمية المتاحة
DocType: Account,Balance Sheet,الميزانية العمومية
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +51,Balance Value,توازن القيمة
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +124,Balance for Account {0} must always be {1},التوازن ل حساب {0} يجب أن يكون دائما {1}
DocType: Account,Balance must be,يجب أن يكون التوازن
DocType: Account,Bank,مصرف
DocType: Payment Reconciliation,Bank / Cash Account, البنك/ الحساب النقدي
DocType: Employee,Bank A/C No.,رقم الحساب المصرفي.
DocType: Bank Reconciliation,Bank Account,الحساب المصرفي
DocType: Salary Slip,Bank Account No.,رقم الحساب في البك
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +16,Bank Accounts,الحسابات المصرفية
DocType: Email Digest,Bank Balance,الرصيد المصرفي
,Bank Clearance Summary,ملخص تسوية البنك
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +134,Bank Draft,مسودة بنك
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.js +105,Bank Entries,مقالات البنك
DocType: Journal Entry,Bank Entry,سند صرف بنكي
DocType: Employee,Bank Name,اسم البنك
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +177,Bank Overdraft Account,حساب السحب على المكشوف المصرفي
DocType: Bank Reconciliation,Bank Reconciliation,تسوية مصرفية
DocType: Bank Reconciliation Detail,Bank Reconciliation Detail,تفاصيل تسوية مصرفية
,Bank Reconciliation Statement,بيان  بيان التسويات المصرفية
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py +42,Bank Statement balance as per General Ledger,بنك ميزان بيان وفقا لدفتر الأستاذ العام
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +136,Bank account cannot be named as {0},لا يمكن تسمية حساب مصرفي ب {0}
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +12,Banking,مصرفي
DocType: Sales Invoice Item,Barcode,الباركود
apps/erpnext/erpnext/stock/doctype/item/item.py +390,Barcode {0} already used in Item {1},الباركود {0} مستخدم بالفعل في الصنف {1}
DocType: Authorization Rule,Based On,وبناء على
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +39,Basic,أساسي
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +40,Nature Allowances,بدل طبيعة عمل
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +41,Mobile Allowances,بدل محمول
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +34,Fuel Allowances,بدل وقود
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +34,Food Allowances,بدل طعام
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +34,Other Allowances,بدلات اخرى
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +34,Incentives,حوافز
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +34,OverTime,بدل خارج دوام
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +34,Retro Earning,بدل راجع
DocType: Stock Entry Detail,Basic Amount,المبلغ الأساسي
DocType: Opportunity Item,Basic Rate,قيم الأساسية
DocType: Sales Order Item,Basic Rate (Company Currency),المعدل الأساسي (عملة الشركة)
DocType: Stock Entry Detail,Basic Rate (as per Stock UOM),أسعار الأساسي (كما في الأوراق المالية UOM)
DocType: Batch,Batch,دفعة
apps/erpnext/erpnext/config/stock.py +53,Batch (lot) of an Item.,رقم المجموعة للصنف
DocType: Batch,Batch Description,دفعة الوصف
DocType: Batch,Batch ID,رمز الدفعة
apps/erpnext/erpnext/config/learn.py +177,Batch Inventory,دفعة الجرد
DocType: Sales Invoice Item,Batch No,رقم دفعة
DocType: Time Log Batch,Batch Time Logs for Billing.,
apps/erpnext/erpnext/config/projects.py +28,Batch Time Logs for billing.,دفعة سجلات الوقت لإعداد الفواتير.
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +76,Batch number is mandatory for Item {0},رقم الباتش إلزامي للصنف{0}
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +112,Batch {0} of Item {1} has expired.,دفعة {0} من البند {1} قد انتهت صلاحيتها.
,Batch-Wise Balance History,دفعة الحكيم التاريخ الرصيد
DocType: Time Log,Batched for Billing,دفعات عن الفواتير
DocType: Stock Reconciliation Item,Before reconciliation,قبل المصالحة
DocType: Employee,Better Prospects,آفاق أفضل
DocType: Journal Entry,Bill Date,تاريخ الفاتورة
DocType: Journal Entry,Bill No,رقم الفاتورة
apps/erpnext/erpnext/config/manufacturing.py +14,Bill of Material,فاتورة المواد
apps/erpnext/erpnext/config/learn.py +222,Bill of Materials,فاتورة المواد
apps/erpnext/erpnext/config/manufacturing.py +13,Bill of Materials (BOM),مشروع القانون المواد (BOM)
DocType: Time Log,Billable,فوترة
DocType: Time Log,Billed,توصف
,Billed Amount,مبلغ الفاتورة
DocType: Purchase Order Item,Billed Amt,فوترة AMT
DocType: Address,Billing,الفواتير
apps/erpnext/erpnext/accounts/page/pos/pos.js +15,Billing (Sales Invoice),الفواتير (الفاتورة المبيعات)
DocType: Delivery Note,Billing Address,عنوان الفواتير
DocType: Delivery Note,Billing Address Name,الفواتير اسم العنوان
DocType: Time Log,Billing Amount,قيمة الفواتير
DocType: Tax Rule,Billing City,فواتير مدينة
DocType: Tax Rule,Billing Country,بلد إرسال الفواتير
DocType: Supplier,Billing Currency,العملة الافتراضية
DocType: Activity Cost,Billing Rate,أسعار الفواتير
DocType: Time Log,Billing Rate based on Activity Type (per hour),أسعار الفواتير على أساس نوع النشاط (في الساعة)
DocType: Tax Rule,Billing State,حالة الفواتير
DocType: Sales Order,Billing Status,الحالة الفواتير
DocType: Sales Order,Billing and Delivery Status,الفوترة والدفع الحالة
apps/erpnext/erpnext/config/accounts.py +23,Bills raised by Suppliers.,فواتير خاصة بالموردين.
apps/erpnext/erpnext/config/accounts.py +18,Bills raised to Customers.,فواتير خاصة بالعملاء.
DocType: Bin,Bin,بن
DocType: Employee,Bio,نبذة
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +13,Biotechnology,التكنولوجيا الحيوية
apps/erpnext/erpnext/hr/doctype/employee/employee.py +219,Birthday Reminder for {0},تذكير عيد ميلاد ل{0}
apps/erpnext/erpnext/hr/doctype/employee/employee.py +219,Contract will expire soon for {0},العقد سينتهي قريبا للموظف {0} تنبيه
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +155,Black,أسود
DocType: Leave Block List Date,Block Date,تاريخ المنع
DocType: Leave Block List,Block Days,أيام منع الإجازات
DocType: Leave Block List,Block Holidays on important days.,عطلات كتلة في الأيام الهامة.
apps/erpnext/erpnext/config/hr.py +153,Block leave applications by department., تمنع الإدارة الإجازات بهذه الأيام.
DocType: Lead,Blog Post,المقالات
DocType: Lead,Blog Subscriber,مشترك مدونة
DocType: Employee,Blood Group,فصيلة الدم
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +154,Blue,أزرق
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +107,Both Warehouse must belong to same Company,كلا مستودع يجب أن تنتمي إلى نفس الشركة
apps/erpnext/erpnext/public/js/setup_wizard.js +292,Box,صندوق
DocType: Branch,Branch,الفرع
DocType: Pricing Rule,Brand,علامة تجارية
DocType: Sales Invoice Item,Brand Name,العلامة التجارية اسم
apps/erpnext/erpnext/config/stock.py +115,Brand master.,العلامة التجارية الرئيسية.
DocType: Features Setup,Brands,العلامات التجارية
DocType: Maintenance Visit,Breakdown,انهيار
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +14,Broadcasting,إذاعة
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +15,Brokerage,سمسرة
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js +18,Browse BOM,تصفح BOM
DocType: Cost Center,Budget,الموازنة التقديرية
DocType: Budget Detail,Budget Allocated,الموازنة التقديرية المخصصة
DocType: Budget Detail,Budget Detail,تفاصيل الميزانية
,Budget Variance Report,فروق الموازنة التقديرية
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +37,Budget cannot be assigned against Group Account {0},الميزانية لا يمكن تعيين ضد المجموعة حساب {0}
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +41,"Budget cannot be assigned against {0}, as it's not an Income or Expense account",الميزانية لا يمكن المبينة قرين {0}، كما انها ليست حساب الإيرادات والمصروفات
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +29,Budget cannot be set for Group Cost Center,الميزانية لا يمكن تعيين لمركز التكلفة المجموعة
DocType: Cost Center,Budgets,الميزانيات
DocType: Item Price,Bulk Import Help,السائبة استيراد مساعدة
apps/erpnext/erpnext/config/selling.py +153,Bundle items at time of sale.,حزمة الأصناف في وقت البيع.
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +89,Business Development Manager,مدير تطوير الأعمال
DocType: Customer,Buyer of Goods and Services.,المشتري من السلع والخدمات.
DocType: Pricing Rule,Buying,شراء
apps/erpnext/erpnext/accounts/report/gross_profit/gross_profit.py +70,Buying Amount,مبلغ الشراء
DocType: Buying Settings,Buying Settings,إعدادات الشراء
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +41,"Buying must be checked, if Applicable For is selected as {0}",يجب أن يتم التحقق الشراء، إذا تم تحديد مطبق للك {0}
DocType: C-Form,C-Form,نموذج C-
DocType: Sales Invoice,C-Form Applicable,C-نموذج قابل للتطبيق
DocType: C-Form Invoice Detail,C-Form Invoice Detail,تفاصيل الفاتورة نموذج - س
DocType: C-Form,C-Form No,رقم النموذج - س
apps/erpnext/erpnext/config/accounts.py +179,C-Form records,سجلات النموذج - س
DocType: Shipping Rule,Calculate Based On,إحسب الربح بناء على
DocType: Appraisal,Calculate Total Score,حساب النتيجة الإجمالية
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py +53,Calculated Bank Statement balance,محسوب التوازن بيان البنك
DocType: Lead,Call,مكالمة
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +37,Calls,المكالمات
DocType: Pricing Rule,Campaign,الحملات
DocType: Lead,Campaign Name,اسم الحملة
apps/erpnext/erpnext/crm/doctype/lead/lead.py +37,Campaign Name is required,مطلوب اسم حملة
DocType: Selling Settings,Campaign Naming By,تسمية الحملات بواسطة
DocType: Campaign,Campaign-.####,حملة # # # #
apps/erpnext/erpnext/setup/doctype/authorization_control/authorization_control.py +37,Can be approved by {0},يمكن أن يكون وافق عليها {0}
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +33,"Can not filter based on Account, if grouped by Account",لا يمكن تصفية استنادا إلى الحساب ، إذا جمعت بواسطة حساب
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +36,"Can not filter based on Voucher No, if grouped by Voucher",لا يمكن تصفية استنادا قسيمة لا، إذا تم تجميعها حسب قسيمة
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +558,Can only make payment against unbilled {0},ان تجعل دفع فواتير فقط ضد {0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +90,Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total',"يمكن الرجوع صف فقط إذا كان نوع التهمة هي "" في السابق المبلغ صف 'أو' السابق صف إجمالي '"
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py +33,Cancel Material Visit {0} before cancelling this Warranty Claim,إلغاء مادة زيارة موقع {0} قبل إلغاء هذه المطالبة الضمان
apps/erpnext/erpnext/support/doctype/maintenance_visit/maintenance_visit.py +65,Cancel Material Visits {0} before cancelling this Maintenance Visit,إلغاء المواد الزيارات {0} قبل إلغاء هذه الصيانة زيارة
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry_list.js +7,Cancelled,إلغاء
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +175,Cannot cancel because submitted Stock Entry {0} exists,لا يمكن إلغاء الاشتراك بسبب الحركة المخزنية {0} موجود
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py +31,Cannot change Fiscal Year Start Date and Fiscal Year End Date once the Fiscal Year is saved.,لا يمكن تغيير السنة المالية وتاريخ بدء السنة المالية تاريخ الانتهاء مرة واحدة يتم حفظ السنة المالية.
apps/erpnext/erpnext/setup/doctype/company/company.py +61,"Cannot change company's default currency, because there are existing transactions. Transactions must be cancelled to change the default currency.",لا يمكن تغيير العملة الافتراضية الشركة ، وذلك لأن هناك معاملات القائمة. يجب أن يتم إلغاء المعاملات لتغيير العملة الافتراضية.
apps/erpnext/erpnext/projects/doctype/task/task.py +44,Cannot close task as its dependant task {0} is not closed.,لا يمكن عمل أقرب لم يتم إغلاق المهمة التابعة لها {0}.
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +52,Cannot convert Cost Center to ledger as it has child nodes,لا يمكن تحويل مركز التكلفة إلى دفتر الأستاذ كما فعلت العقد التابعة
apps/erpnext/erpnext/accounts/doctype/account/account.py +95,Cannot covert to Group because Account Type is selected.,لا يمكن سرية لمجموعة حيث يتم تحديد نوع الحساب.
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +357,Cannot deactivate or cancel BOM as it is linked with other BOMs,لا يمكن إيقاف أو إلغاء BOM كما أنه مرتبط مع BOMs أخرى
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +67,"Cannot declare as lost, because Quotation has been made.","لا يمكن التحويل الى مفقود ,يوجد عرض سعر(تسعيرة)."
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +272,Cannot deduct when category is for 'Valuation' or 'Valuation and Total',لا يمكن أن تقتطع عند الفئة هو ل ' التقييم ' أو ' تقييم وتوتال '
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +154,"Cannot delete Serial No {0}, as it is used in stock transactions",لا يمكن حذف الرقم التسلسلي {0}، كما يتم استخدامه في المعاملات الأسهم
apps/erpnext/erpnext/templates/includes/product_page.js +65,Cannot find a matching Item. Please select some other value for {0}.,لا يمكن العثور على مطابقة البند. الرجاء تحديد قيمة أخرى ل{0}.
apps/erpnext/erpnext/controllers/accounts_controller.py +370,"Cannot overbill for Item {0} in row {1} more than {2}. To allow overbilling, please set in Stock Settings",لا يمكن overbill ل{0} البند في الصف {1} أكثر من {2}. للسماح بالمغالاة في الفواتير، يرجى ضبط إعدادات في الأوراق المالية
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +104,Cannot produce more Item {0} than Sales Order quantity {1},لا يمكن أن تنتج أكثر تفاصيل {0} من المبيعات كمية الطلب {1}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +100,Cannot refer row number greater than or equal to current row number for this Charge type,لا يمكن أن يشير رقم الصف أكبر من أو يساوي رقم الصف الحالي لهذا النوع المسؤول
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +94,Cannot select charge type as 'On Previous Row Amount' or 'On Previous Row Total' for first row,"لا يمكن تحديد نوع التهمة باسم ' في الصف السابق المبلغ ' أو ' في السابق صف إجمالي "" ل لصف الأول"
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py +53,Cannot set as Lost as Sales Order is made.,لا يمكن تعيين كما فقدت كما يرصد أمر بيع .
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +38,Cannot set authorization on basis of Discount for {0},لا يمكن تعيين إذن على أساس الخصم ل {0}
DocType: Manufacturing Settings,Capacity Planning,القدرة على التخطيط
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +287,Capacity Planning Error,خطأ القدرة على التخطيط
DocType: Manufacturing Settings,Capacity Planning For (Days),القدرة على التخطيط لل(أيام)
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +41,Capital Equipments,معدات رأس المال
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +183,Capital Stock,أسهم رأس المال
DocType: Leave Control Panel,Carry Forward,حول إلى الصفحة التالية
apps/erpnext/erpnext/templates/pages/cart.html +51,Cart is Empty,السلة فارغة
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +65,Case No(s) already in use. Try from Case No {0},الحالة رقم ( ق ) قيد الاستخدام بالفعل. محاولة من القضية لا {0}
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +51,Case No. cannot be 0,القضية رقم لا يمكن أن يكون 0
DocType: Account,Cash,نقدي
DocType: Journal Entry,Cash Entry, سند صرف نقدي
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +38,Cash Flow from Financing,تدفق النقد من التمويل
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +29,Cash Flow from Investing,تدفق النقد من الاستثمار
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +17,Cash Flow from Operations,التدفق النقدي من العمليات
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +20,Cash In Hand,نقد في الصندوق
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +377,Cash or Bank Account is mandatory for making payment entry,نقدا أو الحساب المصرفي إلزامي لإنشاء الدخول الدفع
DocType: POS Profile,Cash/Bank Account,البنك/ حساب نقدي
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +44,Casual Leave,أجازة عارضة
DocType: Employee,Cell Number,رقم الجوال
apps/erpnext/erpnext/public/js/pos/pos.js +454,Change,تغيير
DocType: Company,Change Abbreviation,تغيير اختصار
DocType: Naming Series,Change the starting / current sequence number of an existing series.,تغير بداية السلسلة/ سلسلة الارقام الحالية من السلسلة الموجودة.
DocType: Lead,Channel Partner,قناة الشريك
apps/erpnext/erpnext/controllers/accounts_controller.py +533,Charge of type 'Actual' in row {0} cannot be included in Item Rate,لا يمكن تضمين تهمة من نوع ' الفعلي ' في الصف {0} في سعر السلعة
DocType: Account,Chargeable,تحمل
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +44,Charges are updated in Purchase Receipt against each item,يتم تحديث الرسوم في شراء استلام ضد كل بند
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +38,"Charges will be distributed proportionately based on item qty or amount, as per your selection",وسيتم توزيع تستند رسوم متناسب على الكمية البند أو كمية، حسب اختيارك
apps/erpnext/erpnext/accounts/doctype/account/account.js +50,Chart of Accounts,دليل الحسابات
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +53,Chart of Cost Centers,دليل مركز التكلفة
DocType: Accounts Settings,Check Supplier Invoice Number Uniqueness,تأكد من أن رقم فاتورة المورد غير مكرر.
apps/erpnext/erpnext/hr/doctype/employee_attendance_tool/employee_attendance_tool.js +131,Check all,اختيار الكل
DocType: Sales Invoice,"Check if recurring invoice, uncheck to stop recurring or put proper End Date",اختر إذا الفاتورة متكررة. قم بإزالة الإختيار لأيقاف التكرار أو لوضع تاريخ إنتهاء
DocType: Sales Order,"Check if recurring order, uncheck to stop recurring or put proper End Date",تحقق ما اذا كان النظام المتكررة، قم بإلغاء لوقف المتكررة أو وضع مناسب تاريخ الانتهاء
DocType: Features Setup,"Check if you need automatic recurring invoices. After submitting any sales invoice, Recurring section will be visible.",تحقق مما إذا كنت بحاجة الفواتير المتكررة التلقائي. بعد تقديم أي فاتورة المبيعات، وقسم التكراري تكون مرئية.
DocType: Process Payroll,Check if you want to send salary slip in mail to each employee while submitting salary slip,حدد إذا ما كنت ترغب بإرسال بريدإلكتروني لكل موظف أثناء استلام البدلات والمكافئات
DocType: Naming Series,Check this if you want to force the user to select a series before saving. There will be no default if you check this.,التحقق من ذلك إذا كنت تريد لإجبار المستخدم لتحديد سلسلة قبل الحفظ. لن يكون هناك الافتراضي إذا قمت بتحديد هذا.
DocType: Item Group,Check this if you want to show in website,التحقق من ذلك إذا كنت تريد أن تظهر في الموقع
DocType: UOM,Check this to disallow fractions. (for Nos),الاختيار هذه لكسور عدم السماح بها. (لNOS)
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +16,Chemical,مادة كيميائية
DocType: Employee,Cheque,شيك
DocType: Employee,Cheque Full Name,الاسم في الشيك
DocType: Bank Reconciliation Detail,Cheque Date,تاريخ الشيك
DocType: Bank Reconciliation Detail,Cheque Number,عدد الشيكات
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py +50,Cheques and Deposits incorrectly cleared,الشيكات والودائع مسح غير صحيح
apps/erpnext/erpnext/accounts/doctype/account/account.py +198,Child account exists for this account. You can not delete this account.,موجود حساب الطفل لهذا الحساب . لا يمكنك حذف هذا الحساب.
apps/erpnext/erpnext/projects/doctype/task/task.py +86,Circular Reference Error,خطأ مرجع دائري
DocType: Warehouse,City,مدينة
DocType: Address,City/Town,المدينة / البلدة
DocType: Expense Claim Detail,Claim Amount,المبلغ المستحق
apps/erpnext/erpnext/config/hr.py +23,Claims for company expense.,مستحقات ماليه للموظفين
apps/erpnext/erpnext/config/hr.py +70,Financial custody for departments.,العهد المالية الخاصة بالاقسام
DocType: Employee Education,Class / Percentage,المعدل / النسبة المئوية
DocType: Territory,Classification of Customers by region,تصنيف العملاء حسب المنطقة
DocType: Holiday List,Clear Table,الجدول واضح
DocType: Bank Reconciliation Detail,Clearance Date,تاريخ التحصيل
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +65,Clearance Date not mentioned,إزالة التاريخ لم يرد ذكرها
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +52,Clearance date cannot be before check date in row {0},تاريخ التخليص لا يمكن أن يكون قبل تاريخ الاختيار في الصف {0}
apps/erpnext/erpnext/crm/doctype/newsletter/newsletter.py +139,Click here to verify,انقر هنا للتحقق
apps/erpnext/erpnext/projects/doctype/time_log_batch/time_log_batch.js +22,Click on 'Make Sales Invoice' button to create a new Sales Invoice.,انقر على &#39;إنشاء مبيعات الفاتورة &quot;الزر لإنشاء فاتورة مبيعات جديدة.
DocType: Lead,Client,عميل
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +581,Close,أغلق
apps/erpnext/erpnext/config/accounts.py +68,Close Balance Sheet and book Profit or Loss.,إغلاق ورقة الموازنة و دفتر الكسب والخسارة.
DocType: Purchase Order,Closed,غير نشط
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +234,Closing (Cr),إغلاق (الكروم)
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +228,Closing (Dr),إغلاق (الدكتور)
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +176,Closing (Opening + Totals),إغلاق (فتح + المجاميع)
DocType: Period Closing Voucher,Closing Account Head,إغلاق حساب رئيس
apps/erpnext/erpnext/accounts/doctype/period_closing_voucher/period_closing_voucher.py +27,Closing Account {0} must be of type Liability / Equity,إغلاق حساب {0} يجب أن يكون من نوع المسؤولية / حقوق المساهمين
DocType: Task,Closing Date,تاريخ الإنتهاء
DocType: Period Closing Voucher,Closing Fiscal Year,إغلاق السنة المالية
DocType: Sales Invoice,Cold Calling,ووصف الباردة
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +151,Colour,اللون
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +103,Commercial,تجاري
DocType: Sales Invoice,Commission,عمولة
DocType: Customer,Commission Rate,معدل العمولة الإفتراضي
DocType: Sales Invoice,Commission Rate (%),اللجنة قيم (٪)
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +87,Commission on Sales,عمولة على المبيعات
apps/erpnext/erpnext/controllers/selling_controller.py +122,Commission rate cannot be greater than 100,معدل العمولة لا يمكن أن يكون أكبر من 100
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +141,Communication,الاتصالات
apps/erpnext/erpnext/config/support.py +38,Communication log.,سجل الاتصالات.
apps/erpnext/erpnext/setup/page/welcome_to_erpnext/welcome_to_erpnext.html +26,Community Forum,منتديات
DocType: Features Setup,Compact Item Print,مدمجة البند طباعة
DocType: Fiscal Year,Companies,الشركات
DocType: Account,Company,الشركة
apps/erpnext/erpnext/config/accounts.py +84,Company (not Customer or Supplier) master.,شركة (وليس العميل أو المورد) الرئيسي.
apps/erpnext/erpnext/public/js/setup_wizard.js +54,Company Abbreviation,اختصار اسم الجهة
DocType: Employee,Company Email,البريد الإلكتروني للشركة
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +218,"Company Email ID not found, hence mail not sent",شركة البريد الإلكتروني معرف لم يتم العثور على ، وبالتالي لم ترسل البريد
DocType: Company,Company Info,معلومات عن الجهة
,Company Name,اسم الجهة
apps/erpnext/erpnext/public/js/setup_wizard.js +86,Company Name cannot be Company,اسم الشركة لا يمكن أن تكون الشركة
apps/erpnext/erpnext/accounts/doctype/accounts_settings/accounts_settings.py +27,Company is missing in warehouses {0},شركة مفقود في المستودعات {0}
DocType: Company,Company registration numbers for your reference. Tax numbers etc.,أرقام تسجيل الشركة للرجوع اليها. أرقام الضرائب الخ.
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +50,"Company, Month and Fiscal Year is mandatory",شركة والشهر و السنة المالية إلزامي
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +46,Compensatory Off,التعويضية
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +58,Exam study leave,اجازة الاختبارات
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +56,Haj Leave,اجازة الحج
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +54,Sick leave,اجازة مرضية
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +52,Of necessity leave,اجازة أضطرارية
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +50,Special leave,اجازة خاصة
